Ni,Ti,Al,FCC
23.0,2.0,7.0,20.438812534989786
24.0,2.0,7.0,21.577334059071244
25.0,2.0,7.0,22.707185168075164
21.0,3.0,7.0,14.147667307055062
22.0,3.0,7.0,15.373290064424724
23.0,3.0,7.0,16.576723464841777
24.0,3.0,7.0,17.760320129153445
25.0,3.0,7.0,18.926592559452114
21.0,4.0,7.0,9.879754751874275
22.0,4.0,7.0,11.23251211879487
23.0,4.0,7.0,12.543987426687622
24.0,4.0,7.0,13.820175640259322
25.0,4.0,7.0,15.065528942268655
21.0,5.0,7.0,4.8933635630019605
22.0,5.0,7.0,6.540681204928029
23.0,5.0,7.0,8.083619680187356
24.0,5.0,7.0,9.547072424280218
25.0,5.0,7.0,10.947236388115867
21.0,6.0,7.0,1.9262817182202001
22.0,6.0,7.0,2.214707783214846
23.0,6.0,7.0,2.5030617757722693
24.0,6.0,7.0,4.387564691163951
25.0,6.0,7.0,6.1900682300150605
21.0,7.0,7.0,4.327262214512865
22.0,7.0,7.0,4.615630610845258
23.0,7.0,7.0,4.9041242552732625
24.0,7.0,7.0,5.192550505050505
25.0,7.0,7.0,5.480909451197223
21.0,8.0,7.0,6.728115046810154
22.0,8.0,7.0,7.016629910685861
23.0,8.0,7.0,7.304885480872336
24.0,8.0,7.0,7.593460421128523
25.0,8.0,7.0,7.881776246575025
21.0,9.0,7.0,9.129030200038281
22.0,9.0,7.0,9.417507435026852
23.0,9.0,7.0,9.705900532338193
24.0,9.0,7.0,9.994246526678353
25.0,9.0,7.0,10.282700446369125
21.0,10.0,7.0,11.529949366353312
22.0,10.0,7.0,11.8183735994906
23.0,10.0,7.0,12.10675581039933
24.0,10.0,7.0,12.395243159624865
25.0,10.0,7.0,12.683665067590292
21.0,11.0,7.0,13.930830660393823
22.0,11.0,7.0,14.219227630535789
23.0,11.0,7.0,14.507753950601018
24.0,11.0,7.0,14.796022116567089
25.0,11.0,7.0,15.084613210578684
21.0,12.0,7.0,16.331857882848325
22.0,12.0,7.0,16.620235643106884
23.0,12.0,7.0,16.90855003871298
24.0,12.0,7.0,17.196961762115905
25.0,12.0,7.0,17.485536805534014
21.0,13.0,7.0,18.732614641244005
22.0,13.0,7.0,19.021175903295866
23.0,13.0,7.0,19.309442784928706
24.0,13.0,7.0,19.597063548645902
25.0,13.0,7.0,19.885398280780038
21.0,14.0,7.0,21.134004550980332
22.0,14.0,7.0,21.422520812034467
23.0,14.0,7.0,21.71082212658612
24.0,14.0,7.0,21.998824861571027
25.0,14.0,7.0,22.28652773564211
21.0,15.0,7.0,23.53505869130869
22.0,15.0,7.0,23.822990209462887
23.0,15.0,7.0,24.110665772523824
24.0,15.0,7.0,24.399986749727688
25.0,15.0,7.0,24.68909772605541
21.0,1.0,8.0,23.492495747397328
22.0,1.0,8.0,24.623125265065347
23.0,1.0,8.0,25.743150414376082
24.0,1.0,8.0,26.85248850651089
25.0,1.0,8.0,27.955051680556604
21.0,2.0,8.0,19.787254180453424
22.0,2.0,8.0,20.965789407632947
23.0,2.0,8.0,22.12778768439823
24.0,2.0,8.0,23.27138048437033
25.0,2.0,8.0,24.402376995129554
21.0,3.0,8.0,15.954065415769508
22.0,3.0,8.0,17.21832150225954
23.0,3.0,8.0,18.45341755367984
24.0,3.0,8.0,19.66167316453055
25.0,3.0,8.0,20.848218941058786
21.0,4.0,8.0,11.842344908295454
22.0,4.0,8.0,13.256227413401092
23.0,4.0,8.0,14.617956277573334
24.0,4.0,8.0,15.93528750466807
25.0,4.0,8.0,17.21472226520192
21.0,5.0,8.0,7.449711054447509
22.0,5.0,8.0,8.87475948109987
23.0,5.0,8.0,10.472233478032427
24.0,5.0,8.0,11.978938555930654
25.0,5.0,8.0,13.413979796414493
21.0,6.0,8.0,9.850699276235492
22.0,6.0,8.0,10.13905455336641
23.0,6.0,8.0,10.427540621990245
24.0,6.0,8.0,10.715963215856465
25.0,6.0,8.0,11.004322419934349
21.0,7.0,8.0,12.25162726961288
22.0,7.0,8.0,12.539958324659075
23.0,7.0,8.0,12.828396567114545
24.0,7.0,8.0,13.116796777805426
25.0,7.0,8.0,13.405302897824203
21.0,8.0,8.0,14.652438109088639
22.0,8.0,8.0,14.940918337919046
23.0,8.0,8.0,15.229365660594919
24.0,8.0,8.0,15.517721383445766
25.0,8.0,8.0,15.806209304226329
21.0,9.0,8.0,17.053317609571707
22.0,9.0,8.0,17.341784997775193
23.0,9.0,8.0,17.630190858159462
24.0,9.0,8.0,17.918535272783995
25.0,9.0,8.0,18.207013221903452
21.0,10.0,8.0,19.454395419596555
22.0,10.0,8.0,19.743052990190044
23.0,10.0,8.0,20.031259157956434
24.0,10.0,8.0,20.319209806337714
25.0,10.0,8.0,20.608817013302623
21.0,11.0,8.0,21.85586877078364
22.0,11.0,8.0,22.143746427480796
23.0,11.0,8.0,22.431325588812513
24.0,11.0,8.0,22.720649641988906
25.0,11.0,8.0,23.00967305541871
21.0,12.0,8.0,24.256534377316896
22.0,12.0,8.0,24.543786318686923
23.0,12.0,8.0,24.83274347728956
24.0,12.0,8.0,25.121444801378985
25.0,12.0,8.0,25.409890630567837
21.0,13.0,8.0,25.03000575560484
22.0,13.0,8.0,26.297187871838272
23.0,13.0,8.0,27.233528092181054
24.0,13.0,8.0,27.521657930255184
25.0,13.0,8.0,27.8114398886209
21.0,14.0,8.0,25.09354748592361
22.0,14.0,8.0,26.354808641514033
23.0,14.0,8.0,27.60900801380647
24.0,14.0,8.0,28.858225714235193
25.0,14.0,8.0,30.10039356161478
21.0,15.0,8.0,25.228115043672382
22.0,15.0,8.0,26.483349187498646
23.0,15.0,8.0,27.731570523862302
24.0,15.0,8.0,28.972788325878934
25.0,15.0,8.0,30.20897870875744
21.0,1.0,9.0,25.543087647811586
22.0,1.0,9.0,26.68037287106044
23.0,1.0,9.0,27.80107615813492
24.0,1.0,9.0,28.90911000711932
25.0,1.0,9.0,30.006435644526885
21.0,2.0,9.0,22.07860357416659
22.0,2.0,9.0,23.271866487537316
23.0,2.0,9.0,24.442629692503495
24.0,2.0,9.0,25.594769612006825
25.0,2.0,9.0,26.730355807577265
21.0,3.0,9.0,18.55165959741404
22.0,3.0,9.0,19.829358934049903
23.0,3.0,9.0,21.075706232334433
24.0,3.0,9.0,22.29359015382694
25.0,3.0,9.0,23.4850376010235
21.0,4.0,9.0,14.97000363948014
22.0,4.0,9.0,16.358881882618018
23.0,4.0,9.0,17.702120172428963
24.0,4.0,9.0,19.005670826314823
25.0,4.0,9.0,20.27462546633592
21.0,5.0,9.0,15.374153659229647
22.0,5.0,9.0,15.66254204120969
23.0,5.0,9.0,15.950870996227017
24.0,5.0,9.0,16.239336312022594
25.0,5.0,9.0,17.214147381599794
21.0,6.0,9.0,17.774921002531844
22.0,6.0,9.0,18.063503585196226
23.0,6.0,9.0,18.35179552946206
24.0,6.0,9.0,18.64022407470202
25.0,6.0,9.0,18.92863020461901
21.0,7.0,9.0,20.17541445695033
22.0,7.0,9.0,20.465182076461506
23.0,7.0,9.0,20.75269007260594
24.0,7.0,9.0,21.0419071399967
25.0,7.0,9.0,21.32890665316686
21.0,8.0,9.0,22.57622527403301
22.0,8.0,9.0,22.865373717020336
23.0,8.0,9.0,23.154267371601208
24.0,8.0,9.0,23.442906574394463
25.0,8.0,9.0,23.731245025694438
21.0,9.0,9.0,24.978312302839118
22.0,9.0,9.0,25.26688778395934
23.0,9.0,9.0,25.555159392254858
24.0,9.0,9.0,25.8431767121966
25.0,9.0,9.0,26.1309915094451
21.0,10.0,9.0,26.01715916159033
22.0,10.0,9.0,27.312309289501002
23.0,10.0,9.0,27.955334595959595
24.0,10.0,9.0,28.244755010323345
25.0,10.0,9.0,28.53194987049747
21.0,11.0,9.0,25.993133889161353
22.0,11.0,9.0,27.284371824927756
23.0,11.0,9.0,28.57052533411313
24.0,11.0,9.0,29.851601104400615
25.0,11.0,9.0,30.934082963354857
21.0,12.0,9.0,26.02240790951276
22.0,12.0,9.0,27.311672988446585
23.0,12.0,9.0,28.593817403246035
24.0,12.0,9.0,29.87093902981754
25.0,12.0,9.0,31.14095180477543
21.0,13.0,9.0,26.11508807842064
22.0,13.0,9.0,27.40035648220662
23.0,13.0,9.0,28.680483715620873
24.0,13.0,9.0,29.95156641541951
25.0,13.0,9.0,31.217576568799053
21.0,14.0,9.0,26.27945736665097
22.0,14.0,9.0,27.560626428416835
23.0,14.0,9.0,28.834722340757036
24.0,14.0,9.0,30.09977046246754
25.0,14.0,9.0,31.359748709538604
21.0,15.0,9.0,26.521805734885394
22.0,15.0,9.0,27.79689059821581
23.0,15.0,9.0,29.06490207342356
24.0,15.0,9.0,30.325789140097076
25.0,15.0,9.0,31.579616341721596
21.0,1.0,10.0,26.114904004075473
22.0,1.0,10.0,27.30859896467183
23.0,1.0,10.0,28.499221783765943
24.0,1.0,10.0,29.68879215684734
25.0,1.0,10.0,30.875408645114415
21.0,2.0,10.0,25.136022126003173
22.0,2.0,10.0,26.3221111246756
23.0,2.0,10.0,27.48550442247966
24.0,2.0,10.0,28.630166630599437
25.0,2.0,10.0,29.75808893800611
21.0,3.0,10.0,22.153521993718332
22.0,3.0,10.0,23.392112704942278
23.0,3.0,10.0,24.60389735826444
24.0,3.0,10.0,25.791019838791346
25.0,3.0,10.0,26.95740540881197
21.0,4.0,10.0,20.896766889215126
22.0,4.0,10.0,21.185829766811697
23.0,4.0,10.0,21.999715725137793
24.0,4.0,10.0,23.2075378619703
25.0,4.0,10.0,24.398566460945524
21.0,5.0,10.0,23.2989343913564
22.0,5.0,10.0,23.587378131879653
23.0,5.0,10.0,23.875568665985224
24.0,5.0,10.0,24.163506326937558
25.0,5.0,10.0,24.451191447416505
21.0,6.0,10.0,25.69834616566089
22.0,6.0,10.0,25.98820140806567
23.0,6.0,10.0,26.275822876796685
24.0,6.0,10.0,26.565119376782537
25.0,6.0,10.0,26.852236532336242
21.0,7.0,10.0,27.0290654747255
22.0,7.0,10.0,28.348490619940957
23.0,7.0,10.0,28.67715445526098
24.0,7.0,10.0,28.965943756950104
25.0,7.0,10.0,29.254423332210578
21.0,8.0,10.0,26.936448586984397
22.0,8.0,10.0,28.253975823180184
23.0,8.0,10.0,29.564340075311012
24.0,8.0,10.0,30.86958938483162
25.0,8.0,10.0,31.655792615169698
21.0,9.0,10.0,26.887243191591022
22.0,9.0,10.0,28.20278625141531
23.0,9.0,10.0,29.513205160335588
24.0,9.0,10.0,30.81651844915374
25.0,9.0,10.0,32.11267157793071
21.0,10.0,10.0,26.887626627642458
22.0,10.0,10.0,28.201208879464794
23.0,10.0,10.0,29.50960745489098
24.0,10.0,10.0,30.80890039325004
25.0,10.0,10.0,32.10507041580753
21.0,11.0,10.0,26.943758348791285
22.0,11.0,10.0,28.25534191019444
23.0,11.0,10.0,29.55974591825335
24.0,11.0,10.0,30.85703346534417
25.0,11.0,10.0,32.14920708323035
21.0,12.0,10.0,27.05994100884867
22.0,12.0,10.0,28.369432251565087
23.0,12.0,10.0,29.669796147521822
24.0,12.0,10.0,30.965038763715086
25.0,12.0,10.0,32.25310613561596
21.0,13.0,10.0,27.242450398633366
22.0,13.0,10.0,28.549866178757956
23.0,13.0,10.0,29.8481480221625
24.0,13.0,10.0,31.139245569822798
25.0,13.0,10.0,32.4232252492518
21.0,14.0,10.0,27.501609542127888
22.0,14.0,10.0,28.80490132396693
23.0,14.0,10.0,30.100997955993748
24.0,14.0,10.0,31.387960804108676
25.0,14.0,10.0,32.66573631552919
21.0,15.0,10.0,27.50834088247641
22.0,15.0,10.0,29.00229689357191
23.0,15.0,10.0,30.43268844826202
24.0,15.0,10.0,31.715463545271266
25.0,15.0,10.0,32.9890457599692
