Ni,Ti,Al,Laves
24.0,9.0,6.0,9.735462276756273
25.0,9.0,6.0,8.856348017486471
21.0,10.0,6.0,16.802398699426398
22.0,10.0,6.0,15.923288595233897
23.0,10.0,6.0,15.04420710684789
24.0,10.0,6.0,14.16512707605418
25.0,10.0,6.0,13.286104397381356
21.0,11.0,6.0,21.23247428025023
22.0,11.0,6.0,20.353445595556597
23.0,11.0,6.0,19.473331837007965
24.0,11.0,6.0,18.594934354464797
25.0,11.0,6.0,17.71579820948387
21.0,12.0,6.0,25.66158781074579
22.0,12.0,6.0,24.78307838395799
23.0,12.0,6.0,23.903440935002855
24.0,12.0,6.0,23.024597468043268
25.0,12.0,6.0,22.146546908563195
21.0,13.0,6.0,30.090813663459777
22.0,13.0,6.0,29.212847184119482
23.0,13.0,6.0,28.333747063000448
24.0,13.0,6.0,27.453514830822257
25.0,13.0,6.0,26.57594610598848
21.0,14.0,6.0,34.52207109278096
22.0,14.0,6.0,33.64274062619306
23.0,14.0,6.0,32.76413676136144
24.0,14.0,6.0,31.884460010056
25.0,14.0,6.0,31.005512904201016
21.0,15.0,6.0,38.951378879971564
22.0,15.0,6.0,38.072634437050276
23.0,15.0,6.0,37.19267496559272
24.0,15.0,6.0,36.31350667191467
25.0,15.0,6.0,35.435128489465306
21.0,1.0,7.0,0.0
22.0,1.0,7.0,0.0
23.0,1.0,7.0,0.0
24.0,1.0,7.0,0.0
25.0,1.0,7.0,0.0
21.0,2.0,7.0,0.0
22.0,2.0,7.0,0.0
23.0,2.0,7.0,0.0
24.0,2.0,7.0,0.0
25.0,2.0,7.0,0.0
21.0,3.0,7.0,0.0
22.0,3.0,7.0,0.0
23.0,3.0,7.0,0.0
24.0,3.0,7.0,0.0
25.0,3.0,7.0,0.0
21.0,4.0,7.0,0.0
22.0,4.0,7.0,0.0
23.0,4.0,7.0,0.0
24.0,4.0,7.0,0.0
25.0,4.0,7.0,0.0
21.0,5.0,7.0,0.0
22.0,5.0,7.0,0.0
23.0,5.0,7.0,0.0
24.0,5.0,7.0,0.0
25.0,5.0,7.0,0.0
21.0,6.0,7.0,1.8432841852463369
22.0,6.0,7.0,0.9642076754993383
23.0,6.0,7.0,0.08512025040230868
24.0,6.0,7.0,0.0
25.0,6.0,7.0,0.0
21.0,7.0,7.0,6.273103979955671
22.0,7.0,7.0,5.3939246827103124
23.0,7.0,7.0,4.514960005237638
24.0,7.0,7.0,3.6358247105198327
25.0,7.0,7.0,2.756711415851908
21.0,8.0,7.0,10.702827912363672
22.0,8.0,7.0,9.823783531391152
23.0,8.0,7.0,8.944564873600816
24.0,8.0,7.0,8.065557716737768
25.0,8.0,7.0,7.186569091028204
21.0,9.0,7.0,15.132498535527239
22.0,9.0,7.0,14.253415088031876
23.0,9.0,7.0,13.374321056332045
24.0,9.0,7.0,12.495269795423477
25.0,9.0,7.0,11.616211323842442
21.0,10.0,7.0,19.562207743172202
22.0,10.0,7.0,18.68326472313025
23.0,10.0,7.0,17.80417783865139
24.0,10.0,7.0,16.92507009571691
25.0,10.0,7.0,16.04597763354736
21.0,11.0,7.0,23.99246017740303
22.0,11.0,7.0,23.113320010157143
23.0,11.0,7.0,22.233029272035402
24.0,11.0,7.0,21.355462811437867
25.0,11.0,7.0,20.474809615436733
21.0,12.0,7.0,28.422653441347446
22.0,12.0,7.0,27.542171341154454
23.0,12.0,7.0,26.664415686228853
24.0,12.0,7.0,25.785453543899667
25.0,12.0,7.0,24.905388218506687
21.0,13.0,7.0,32.85079034084057
22.0,13.0,7.0,31.972872444882565
23.0,13.0,7.0,31.09373208354631
24.0,13.0,7.0,30.213434711745613
25.0,13.0,7.0,29.335865367251714
21.0,14.0,7.0,37.28063339671456
22.0,14.0,7.0,36.401343654155106
23.0,14.0,7.0,35.52290692219802
24.0,14.0,7.0,34.643236533575106
25.0,14.0,7.0,33.764283991816605
21.0,15.0,7.0,41.71024288211788
22.0,15.0,7.0,40.831610562858366
23.0,15.0,7.0,39.953759298825666
24.0,15.0,7.0,39.07466333591194
25.0,15.0,7.0,38.1944782587525
21.0,1.0,8.0,0.0
22.0,1.0,8.0,0.0
23.0,1.0,8.0,0.0
24.0,1.0,8.0,0.0
25.0,1.0,8.0,0.0
21.0,2.0,8.0,0.0
22.0,2.0,8.0,0.0
23.0,2.0,8.0,0.0
24.0,2.0,8.0,0.0
25.0,2.0,8.0,0.0
21.0,3.0,8.0,0.0
22.0,3.0,8.0,0.0
23.0,3.0,8.0,0.0
24.0,3.0,8.0,0.0
25.0,3.0,8.0,0.0
21.0,4.0,8.0,0.0
22.0,4.0,8.0,0.0
23.0,4.0,8.0,0.0
24.0,4.0,8.0,0.0
25.0,4.0,8.0,0.0
21.0,5.0,8.0,0.17340032057626106
22.0,5.0,8.0,0.0
23.0,5.0,8.0,0.0
24.0,5.0,8.0,0.0
25.0,5.0,8.0,0.0
21.0,6.0,8.0,4.603212239471986
22.0,6.0,8.0,3.72405111488416
23.0,6.0,8.0,2.844898561531053
24.0,6.0,8.0,1.9659486590246533
25.0,6.0,8.0,1.0868325275680373
21.0,7.0,8.0,9.032903547292035
22.0,7.0,8.0,8.153930264819358
23.0,7.0,8.0,7.274753356164783
24.0,7.0,8.0,6.395597474496144
25.0,7.0,8.0,5.516630332140317
21.0,8.0,8.0,13.462674404776989
22.0,8.0,8.0,12.583497665572848
23.0,8.0,8.0,11.704543683874284
24.0,8.0,8.0,10.825375502535797
25.0,8.0,8.0,9.946407095902888
21.0,9.0,8.0,17.892482271719096
22.0,9.0,8.0,17.013333229248797
23.0,9.0,8.0,16.13418592674667
24.0,9.0,8.0,15.25523534687829
25.0,9.0,8.0,14.376091430709742
21.0,10.0,8.0,22.321253979303705
22.0,10.0,8.0,21.443523844705965
23.0,10.0,8.0,20.56461854058806
24.0,10.0,8.0,19.68453962978224
25.0,10.0,8.0,18.805789519914896
21.0,11.0,8.0,26.751896721228004
22.0,11.0,8.0,25.87286921251889
23.0,11.0,8.0,24.994570226054694
24.0,11.0,8.0,24.11514247101
25.0,11.0,8.0,23.23644638374739
21.0,12.0,8.0,31.18220939036015
22.0,12.0,8.0,30.301842107326866
23.0,12.0,8.0,29.42421427647591
24.0,12.0,8.0,28.54540468541879
25.0,12.0,8.0,27.665414902906733
21.0,13.0,8.0,34.724172951014495
22.0,13.0,8.0,34.37503681567032
23.0,13.0,8.0,33.85349712179526
24.0,13.0,8.0,32.97341410590413
25.0,13.0,8.0,32.09600564739102
21.0,14.0,8.0,37.7947581930285
22.0,14.0,8.0,37.451673673902015
23.0,14.0,8.0,37.11471517276761
24.0,14.0,8.0,36.78598584202243
25.0,14.0,8.0,36.45943801600956
21.0,15.0,8.0,40.785846720088905
22.0,15.0,8.0,40.45077035487728
23.0,15.0,8.0,40.12189528266043
24.0,15.0,8.0,39.80118102876618
25.0,15.0,8.0,39.486649948369966
21.0,1.0,9.0,0.0
22.0,1.0,9.0,0.0
23.0,1.0,9.0,0.0
24.0,1.0,9.0,0.0
25.0,1.0,9.0,0.0
21.0,2.0,9.0,0.0
22.0,2.0,9.0,0.0
23.0,2.0,9.0,0.0
24.0,2.0,9.0,0.0
25.0,2.0,9.0,0.0
21.0,3.0,9.0,0.0
22.0,3.0,9.0,0.0
23.0,3.0,9.0,0.0
24.0,3.0,9.0,0.0
25.0,3.0,9.0,0.0
21.0,4.0,9.0,0.0
22.0,4.0,9.0,0.0
23.0,4.0,9.0,0.0
24.0,4.0,9.0,0.0
25.0,4.0,9.0,0.0
21.0,5.0,9.0,2.9332627845223747
22.0,5.0,9.0,2.0542162656632277
23.0,5.0,9.0,1.1751253580609982
24.0,5.0,9.0,0.29604883328147047
25.0,5.0,9.0,0.0
21.0,6.0,9.0,7.36295656611254
22.0,6.0,9.0,6.483957350387946
23.0,6.0,9.0,5.604938416859328
24.0,6.0,9.0,4.725718217045906
25.0,6.0,9.0,3.8466963942854004
21.0,7.0,9.0,11.792710589733812
22.0,7.0,9.0,10.91378138250007
23.0,7.0,9.0,10.034623821896474
24.0,7.0,9.0,9.155457664915629
25.0,7.0,9.0,8.276479141035678
21.0,8.0,9.0,16.22247858132796
22.0,8.0,9.0,15.343413513002957
23.0,8.0,9.0,14.464336291540786
24.0,8.0,9.0,13.5852469329978
25.0,8.0,9.0,12.706316999597142
21.0,9.0,9.0,20.652602523659304
22.0,9.0,9.0,19.77245808723688
23.0,9.0,9.0,18.894231621579564
24.0,9.0,9.0,18.015007748030502
25.0,9.0,9.0,17.13600239325794
21.0,10.0,9.0,24.38812483339422
22.0,10.0,9.0,24.02014771305299
23.0,10.0,9.0,23.32307449494949
24.0,10.0,9.0,22.4451442803533
25.0,10.0,9.0,21.56601475185581
21.0,11.0,9.0,27.51981521618757
22.0,11.0,9.0,27.155886410987286
23.0,11.0,9.0,26.7982043642169
24.0,11.0,9.0,26.446760859346917
25.0,11.0,9.0,25.994894987967882
21.0,12.0,9.0,30.5915299924145
22.0,12.0,9.0,30.231701812595524
23.0,12.0,9.0,29.880044483668872
24.0,12.0,9.0,29.534688226277012
25.0,12.0,9.0,29.193530210736718
21.0,13.0,9.0,33.592976735237116
22.0,13.0,9.0,33.23928917685919
23.0,13.0,9.0,32.89179023135432
24.0,13.0,9.0,32.552519239721484
25.0,13.0,9.0,32.21948534361906
21.0,14.0,9.0,36.51392439764242
22.0,14.0,9.0,36.16438682570286
23.0,14.0,9.0,35.82309357986809
24.0,14.0,9.0,35.49201776783181
25.0,14.0,9.0,35.165196905668914
21.0,15.0,9.0,39.33408005284068
22.0,15.0,9.0,38.99280518313176
23.0,15.0,9.0,38.65977844522055
24.0,15.0,9.0,38.33689978760225
25.0,15.0,9.0,38.020261319786066
21.0,1.0,10.0,0.0
22.0,1.0,10.0,0.0
23.0,1.0,10.0,0.0
24.0,1.0,10.0,0.0
25.0,1.0,10.0,0.0
21.0,2.0,10.0,0.0
22.0,2.0,10.0,0.0
23.0,2.0,10.0,0.0
24.0,2.0,10.0,0.0
25.0,2.0,10.0,0.0
21.0,3.0,10.0,0.0
22.0,3.0,10.0,0.0
23.0,3.0,10.0,0.0
24.0,3.0,10.0,0.0
25.0,3.0,10.0,0.0
21.0,4.0,10.0,1.2634087258228002
22.0,4.0,10.0,0.38431533647095073
23.0,4.0,10.0,0.0
24.0,4.0,10.0,0.0
25.0,4.0,10.0,0.0
21.0,5.0,10.0,5.69314032987365
22.0,5.0,10.0,4.814000913825468
23.0,5.0,10.0,3.9350401056567073
24.0,5.0,10.0,3.0558624219631585
25.0,5.0,10.0,2.176863223061318
21.0,6.0,10.0,10.122972343609105
22.0,6.0,10.0,9.243749083806453
23.0,6.0,10.0,8.364701293198186
24.0,6.0,10.0,7.485616003198422
25.0,6.0,10.0,6.606524620650088
21.0,7.0,10.0,14.034352993481903
22.0,7.0,10.0,13.653858362695617
23.0,7.0,10.0,12.794560046324483
24.0,7.0,10.0,11.915423329349101
25.0,7.0,10.0,11.036436765667414
21.0,8.0,10.0,17.21300884762251
22.0,8.0,10.0,16.833965173299
23.0,8.0,10.0,16.460779484898076
24.0,8.0,10.0,16.093081241612605
25.0,8.0,10.0,15.466155506873669
21.0,9.0,10.0,20.345596432552956
22.0,9.0,10.0,19.96859945198283
23.0,9.0,10.0,19.5969034804021
24.0,9.0,10.0,19.23229093974476
25.0,9.0,10.0,18.873125237233133
21.0,10.0,10.0,23.422500194390004
22.0,10.0,10.0,23.047627778320283
23.0,10.0,10.0,22.679011804639785
24.0,10.0,10.0,22.318681865697645
25.0,10.0,10.0,21.962646583499854
21.0,11.0,10.0,26.436591117385255
22.0,11.0,10.0,26.063891361533454
23.0,11.0,10.0,25.699442999186044
24.0,11.0,10.0,25.343287987014286
25.0,11.0,10.0,24.99142900424962
21.0,12.0,10.0,29.375593660950855
22.0,12.0,10.0,29.00705987703181
23.0,12.0,10.0,28.646837519405246
24.0,12.0,10.0,28.294915782284118
25.0,12.0,10.0,27.95122808138235
21.0,13.0,10.0,32.227119886408005
22.0,13.0,10.0,31.864869571832077
23.0,13.0,10.0,31.5109361837511
24.0,13.0,10.0,31.163246529861194
25.0,13.0,10.0,30.825854613282367
21.0,14.0,10.0,34.97469859944764
22.0,14.0,10.0,34.6208129846593
23.0,14.0,10.0,34.27317542383071
24.0,14.0,10.0,33.93585398488891
25.0,14.0,10.0,33.606765801787155
21.0,15.0,10.0,37.4450887718967
22.0,15.0,10.0,37.196023001060105
23.0,15.0,10.0,36.92100826844344
24.0,15.0,10.0,36.5961544248187
25.0,15.0,10.0,36.2775234554682
